id;influencer_id;influencer_handle;feito_por_id;feito_por_nome;feito_em;acao;motivo;created_at
5c083b2d-1642-45d1-b424-65fdbf92d144;15e4427c-0efe-4bd2-a2fe-c697ea854b50;	@toguro;bbf216e0-ae6c-461a-9d2a-c60a7aba2fec;alan;2026-01-23 23:13:20.526+00;FECHAMENTO;;2026-01-23 23:13:21.052835+00
2ff30cf9-6f58-4e76-ad5b-263393f1a0ac;f54ffa19-3905-4a11-b260-4ce7b9008292;	@napolli.agatha;bbf216e0-ae6c-461a-9d2a-c60a7aba2fec;alan;2026-01-23 23:13:44.842+00;FECHAMENTO;;2026-01-23 23:13:45.26209+00
01083d0f-d0fe-4f43-a0ce-3c9d96af3e91;7d3b5920-a2d1-44cd-af1f-0dcbab798b34;	@neymar;bbf216e0-ae6c-461a-9d2a-c60a7aba2fec;alan;2026-01-23 23:15:22.243+00;FECHAMENTO;;2026-01-23 23:15:22.757719+00
f3c55878-8d33-4450-b187-90cadf5c909a;7bf6acce-39e3-4297-b441-cc451d2cf30a;	@mclya;d46ebcca-76df-468e-b71b-f6d4fe0bb81f;eduardojr;2026-01-23 23:59:54.882+00;FECHAMENTO;;2026-01-23 23:59:55.664687+00
5c175e67-1e93-4e23-bc3f-95e940703fd9;1036f128-536e-4dec-9b76-79c092e5f700;	@mcpessoa;d46ebcca-76df-468e-b71b-f6d4fe0bb81f;eduardojr;2026-01-24 00:04:27.938+00;FECHAMENTO;;2026-01-24 00:04:28.747881+00
5fc04e14-6759-4f6e-be2f-419769861578;15e4427c-0efe-4bd2-a2fe-c697ea854b50;	@toguro;bbf216e0-ae6c-461a-9d2a-c60a7aba2fec;alan;2026-01-24 00:05:41.498+00;FECHAMENTO;;2026-01-24 00:05:42.501567+00
cd8d4e6b-529a-405d-9efa-cef2d9f8384e;81761207-0247-4f09-af5c-4215c276f506;	@gabisaiury;d46ebcca-76df-468e-b71b-f6d4fe0bb81f;eduardojr;2026-01-24 00:07:36.132+00;FECHAMENTO;;2026-01-24 00:07:36.868266+00
4bc77c11-b783-4ec5-9efc-d8566f8b8122;24d1bf10-da01-42b4-b68c-9d6823213411;	@d6oficial;d46ebcca-76df-468e-b71b-f6d4fe0bb81f;eduardojr;2026-01-24 00:07:38.428+00;FECHAMENTO;;2026-01-24 00:07:39.189934+00
905369d7-b522-491b-809e-3cd6c4cca7c0;b489a643-69b5-4c20-a4b6-5d7b9f81cc57;	@carlinhosbrito;d46ebcca-76df-468e-b71b-f6d4fe0bb81f;eduardojr;2026-01-25 09:37:31.167+00;FECHAMENTO;;2026-01-25 09:37:32.589468+00
3b1a693d-c0b7-4d50-b72d-d36c9b01253d;f24b23b6-43bf-465b-8112-c3f2dc1f35e6;	@angeloficiak;d46ebcca-76df-468e-b71b-f6d4fe0bb81f;eduardojr;2026-01-25 09:37:37.527+00;FECHAMENTO;;2026-01-25 09:37:38.899593+00
7b05d769-5a0d-4fe3-8ea9-07f6f02c539a;6f2fa083-6066-4626-80bf-06b05be44fed;	@sarinhaav;d46ebcca-76df-468e-b71b-f6d4fe0bb81f;eduardojr;2026-01-25 09:37:42.184+00;FECHAMENTO;;2026-01-25 09:37:43.606765+00
a5dfe766-edba-4ac3-8377-dfc3251d0796;55d3562e-55e9-4d6f-b88a-5b6cb38dff91;	@sophiavitoria;d46ebcca-76df-468e-b71b-f6d4fe0bb81f;eduardojr;2026-01-25 09:37:44.96+00;FECHAMENTO;;2026-01-25 09:37:46.374103+00
8e011744-dd96-429f-9e25-8c4009234d6e;9bc5ac72-e182-49d8-991f-20ddb8163070;	@ann4arauj0;d46ebcca-76df-468e-b71b-f6d4fe0bb81f;eduardojr;2026-01-25 09:37:47.684+00;FECHAMENTO;;2026-01-25 09:37:49.137085+00
7715ee7f-7102-4715-a3ea-f063b2e5e71b;195e9085-5e26-40a5-b8a1-ee0da7dd7239;	@paolamarin;d46ebcca-76df-468e-b71b-f6d4fe0bb81f;eduardojr;2026-01-25 09:40:29.9+00;FECHAMENTO;;2026-01-25 09:40:31.340477+00
0b2c9e22-0893-4078-a54b-50522f798fbb;d3a2e0ad-6ae4-46dc-bff1-d9d9768e9d30;	@biianogueiiraa;b8d2f84c-4f7e-4285-a037-e19c70b8eedf;felipe_viana;2026-01-26 17:09:34.829+00;FECHAMENTO;;2026-01-26 17:09:35.513857+00
16156cd9-23e4-4309-964a-ac1530eee7f7;70ddfd51-ed45-4fe0-87a6-799685180f39;	@brenda_olivex;b8d2f84c-4f7e-4285-a037-e19c70b8eedf;felipe_viana;2026-01-26 17:10:34.93+00;FECHAMENTO;;2026-01-26 17:10:35.544279+00
b92d6a68-e033-412a-824a-01b57b64a5ce;fa60b075-2980-4293-8c90-84d775e0c9d2;	@eududaee;b8d2f84c-4f7e-4285-a037-e19c70b8eedf;felipe_viana;2026-01-26 17:11:33.666+00;FECHAMENTO;;2026-01-26 17:11:34.272132+00
93cf23ef-4ee2-4fb4-80e0-84cb48317d3e;f2755420-4614-4818-8385-21acd1d3d231;	@necinha;b8d2f84c-4f7e-4285-a037-e19c70b8eedf;felipe_viana;2026-01-26 17:12:04.868+00;FECHAMENTO;;2026-01-26 17:12:05.42741+00
f6eb835c-c690-4677-9cfd-384e92e21085;17da075f-1cff-451d-9aae-723c8f3d18c9;	@kethellynkastoryno;447ccea6-bad2-47ce-9ef6-024e66582ff9;Moreau;2026-01-26 19:33:56.583+00;FECHAMENTO;;2026-01-26 19:33:56.860967+00
83a023ed-87ec-417d-bc28-bf711fc41a60;2f1fbec7-5c05-439d-aa20-ef7da80aad4e;	@dhrarafabricio;110c225f-7f68-44c9-b45a-c1dda2b275f5;gabriel arcanjo;2026-01-26 21:58:36.456+00;FECHAMENTO;;2026-01-26 21:58:13.111156+00
e1f68068-80b3-46d5-b46b-ce103d9108da;a3d90cf3-181c-4267-bab1-017e5dfa35b1;	@giioliiveira;b8d2f84c-4f7e-4285-a037-e19c70b8eedf;felipe_viana;2026-01-26 22:36:25.503+00;FECHAMENTO;;2026-01-26 22:36:26.358279+00
93e472e1-20c9-4c74-8cd2-a0f28224e3bb;cde26332-7c77-4158-87ba-b8792cffc58b;	@051amaral;f10cf97a-3893-4129-83ec-7c093efcd5bc;Agatha ;2026-01-27 13:35:39.114+00;FECHAMENTO;;2026-01-27 13:35:39.780393+00
d88492e0-2c9d-431d-9fe6-67669237584c;50263193-7579-40c0-a36c-ebb50644dd9b;	@eduardopaoline;f10cf97a-3893-4129-83ec-7c093efcd5bc;Agatha ;2026-01-27 13:35:40.143+00;FECHAMENTO;;2026-01-27 13:35:40.648797+00
32fab384-74cc-4587-b526-f12f27a57947;e785cc8d-88d4-4ff7-b89e-35d5e6194a4a;	@yohannzamora_;f10cf97a-3893-4129-83ec-7c093efcd5bc;Agatha ;2026-01-27 13:35:42.596+00;FECHAMENTO;;2026-01-27 13:35:43.102834+00
ab757e5a-706d-492d-88f4-f5f5960adf01;07cb08f0-d5bf-4363-a0ea-290c26a5c3f6;	@neguindabasersv;f10cf97a-3893-4129-83ec-7c093efcd5bc;Agatha ;2026-01-27 13:35:44.779+00;FECHAMENTO;;2026-01-27 13:35:45.379146+00
c62c5496-22fc-4b9b-a385-d6fea6d2c1b3;78373070-337a-4f30-938d-d6bacecba906;	@aliciakalinee;f10cf97a-3893-4129-83ec-7c093efcd5bc;Agatha ;2026-01-27 13:35:47.23+00;FECHAMENTO;;2026-01-27 13:35:47.830608+00
ff3ddc0e-3329-42ed-a405-071e623d8187;b736924f-e970-41c5-8581-da2745395377;	@annie.japa;f10cf97a-3893-4129-83ec-7c093efcd5bc;Agatha ;2026-01-27 13:35:49.329+00;FECHAMENTO;;2026-01-27 13:35:49.968269+00
859b5462-8108-4308-ae47-6c04094ece15;ce25f04c-f9ae-412c-9bee-dd1a7b9452c0;	@arthursinhobatedeira;f10cf97a-3893-4129-83ec-7c093efcd5bc;Agatha ;2026-01-27 13:35:51.379+00;FECHAMENTO;;2026-01-27 13:35:52.021472+00
3410a342-9b3b-46af-ad07-be062fa9cca1;905d8cf2-0dc6-47fd-b48f-abfa8b03129b;	@_napolli;f10cf97a-3893-4129-83ec-7c093efcd5bc;Agatha ;2026-01-27 13:35:53.381+00;FECHAMENTO;;2026-01-27 13:35:53.972098+00
dc617ab3-9ec6-4faf-8814-b5d3dd71abc6;384ca982-3726-4d7b-ba67-de3c3e1a7de6;	@brenda_.lopes;f10cf97a-3893-4129-83ec-7c093efcd5bc;Agatha ;2026-01-27 13:35:56.551+00;FECHAMENTO;;2026-01-27 13:35:57.132926+00
74357bfe-d243-43e8-9179-021d91b7d588;7f832e43-0b83-47a5-a69f-d6c6120406d6;	@nicolleguimaraesss;110c225f-7f68-44c9-b45a-c1dda2b275f5;gabriel arcanjo;2026-01-27 15:34:07.926+00;FECHAMENTO;;2026-01-27 15:33:42.168583+00
49d19430-08f1-481e-9004-43495ccc1f5e;3e2df6b6-2a38-42b8-8255-add545a87ad6;	@tefinsilva.ofcc;110c225f-7f68-44c9-b45a-c1dda2b275f5;gabriel arcanjo;2026-01-27 15:34:14.149+00;FECHAMENTO;;2026-01-27 15:33:48.365474+00
342972ef-8925-47fb-a5e2-42d5f5cd8ba8;1ea7d7bc-50a5-4cce-b809-6bff527762eb;	@dailydatatuts;7e2a26ab-f32d-4a5c-82f3-249c012931f0;braz;2026-01-27 15:40:23.546+00;FECHAMENTO;;2026-01-27 15:40:24.037346+00
06a4de87-4235-46ca-b627-90546afae0ed;4ca6ea0d-93e8-41d4-ad02-f66bfe620913;	@dailybyysouza;7e2a26ab-f32d-4a5c-82f3-249c012931f0;braz;2026-01-27 15:40:25.034+00;FECHAMENTO;;2026-01-27 15:40:25.506226+00
05527981-ae11-45c9-8c0a-90321b5446d8;2bad979f-6e04-47f0-9c6d-63418cefb6c8;	@_ketlinferreira01;7863a806-0593-466e-b697-caad426d38bf;Marina;2026-01-27 15:41:08.327+00;FECHAMENTO;;2026-01-27 15:41:08.765157+00
f65f1ee7-210e-47e4-a458-989b2b48c9e4;661fef32-72bb-4b66-b7fe-4a32462f8ddc;	@rlkbeazinha;1c495ccc-461e-4d59-84ac-9cf78f13494c;mizael;2026-01-27 15:46:41.219+00;FECHAMENTO;;2026-01-27 15:46:40.678143+00
51e8d106-72c7-4bfe-9707-aacdf6110e22;7112bcd8-0ad0-48c0-8062-912a25f6223e;	@panmella;1c495ccc-461e-4d59-84ac-9cf78f13494c;mizael;2026-01-27 15:46:46.813+00;FECHAMENTO;;2026-01-27 15:46:46.166143+00
0b5c92d2-1f5a-4218-9bfe-cd1494aa395f;0589c0f7-c702-4e95-aea5-247f92215a1f;	@heloiissa;1c495ccc-461e-4d59-84ac-9cf78f13494c;mizael;2026-01-27 15:46:48.774+00;FECHAMENTO;;2026-01-27 15:46:48.146223+00
ce8dbec0-5b7c-40df-9fd4-45740727de92;e4fc4195-9f71-44f0-8f7e-d4b681b57aaf;	@larissapvitoria;1c495ccc-461e-4d59-84ac-9cf78f13494c;mizael;2026-01-27 15:46:50.234+00;FECHAMENTO;;2026-01-27 15:46:49.582447+00
ca72c929-d032-4736-9163-9c9ab7792c6e;d4727700-c162-47c2-8a7d-d16c061836b7;	@eaebraz;1c495ccc-461e-4d59-84ac-9cf78f13494c;mizael;2026-01-27 15:46:56.045+00;FECHAMENTO;;2026-01-27 15:46:55.412775+00
3c2b418f-cd3c-481b-b1d6-ac54b8da8df4;7bb78bb9-bf82-4ad3-8a33-05d450a91858;	@ruivazx0;1c495ccc-461e-4d59-84ac-9cf78f13494c;mizael;2026-01-27 15:46:57.594+00;FECHAMENTO;;2026-01-27 15:46:56.944946+00
838c2312-8fe7-417f-9472-bc602383cfe0;c880cf13-f585-4dac-975e-103f09ab9414;	@dudadancer.ofcll;1c495ccc-461e-4d59-84ac-9cf78f13494c;mizael;2026-01-27 15:47:01.032+00;FECHAMENTO;;2026-01-27 15:47:00.398063+00
7579d531-caf0-4f52-9a43-488185a5137f;71227591-c160-4603-91a0-b9c65d1363f8;	@gatopreetooficial;1c495ccc-461e-4d59-84ac-9cf78f13494c;mizael;2026-01-27 15:47:04.849+00;FECHAMENTO;;2026-01-27 15:47:04.271605+00
9c9b7c6d-301c-43f2-ade8-5813645766d2;79d5c989-a605-4706-bbdd-dd78bbfca7a6;	@beaaqz_;7e2a26ab-f32d-4a5c-82f3-249c012931f0;braz;2026-01-27 15:57:08.974+00;FECHAMENTO;;2026-01-27 15:57:09.428556+00
22d3c057-e04f-4685-8f08-0aab23dbfedb;0b0c4dc1-f5be-4d15-9ba4-da0f65f06b8f;	@sufistaa7;7e2a26ab-f32d-4a5c-82f3-249c012931f0;braz;2026-01-27 15:57:20.27+00;FECHAMENTO;;2026-01-27 15:57:20.722463+00
b689dcd7-356a-46ef-81f9-e576a2513c6f;701972ca-aad6-4440-9fcf-4fcd488ff400;	@giovanamartynns_;1c495ccc-461e-4d59-84ac-9cf78f13494c;mizael;2026-01-27 15:57:46.944+00;FECHAMENTO;;2026-01-27 15:57:46.31547+00
e903a468-b05f-4a07-9ba3-2513806c958a;43334644-b851-453e-831c-e00c6974f75d;	@ma.nuhz;7e2a26ab-f32d-4a5c-82f3-249c012931f0;braz;2026-01-27 16:23:44.16+00;FECHAMENTO;;2026-01-27 16:23:44.83792+00
a0b6a594-a294-410c-a2be-271081d75ccc;751461dd-b673-4fb2-9b49-f92e4b76e6b7;	@reservaagonia;110c225f-7f68-44c9-b45a-c1dda2b275f5;gabriel arcanjo;2026-01-27 16:25:43.242+00;FECHAMENTO;;2026-01-27 16:25:17.616033+00
7de0b2d3-e2da-4e30-98c6-1a035b1c1acc;751461dd-b673-4fb2-9b49-f92e4b76e6b7;	@reservaagonia;110c225f-7f68-44c9-b45a-c1dda2b275f5;gabriel arcanjo;2026-01-27 16:25:44.489+00;FECHAMENTO;;2026-01-27 16:25:18.79816+00
4546e720-a824-4e67-bf7f-9d5cfb560ef1;dd813a51-1686-49ef-9d23-1d6723f5d742;	@oioiagonia0;110c225f-7f68-44c9-b45a-c1dda2b275f5;gabriel arcanjo;2026-01-27 16:25:48.226+00;FECHAMENTO;;2026-01-27 16:25:22.563896+00
5ead43d0-085e-4720-abcb-5847e6f22c06;d41cc933-0762-4522-8ca6-3085d9d14a7d;	@izamenezes;f10cf97a-3893-4129-83ec-7c093efcd5bc;Agatha ;2026-01-27 16:38:06.796+00;FECHAMENTO;;2026-01-27 16:38:07.430754+00
cefeaec8-4d02-4525-a398-ac1853282312;ab37bfdf-ea09-43d3-b4ac-69b47b759b03;	@ looh.1612ofc;f10cf97a-3893-4129-83ec-7c093efcd5bc;Agatha ;2026-01-27 16:38:08.779+00;FECHAMENTO;;2026-01-27 16:38:09.295602+00
0e474180-acbf-4004-9b43-ea1dfeffad26;a8f1f90c-a76d-4d00-b3b3-a5d8cfdaca59;	@eunathyrsv;110c225f-7f68-44c9-b45a-c1dda2b275f5;gabriel arcanjo;2026-01-27 16:50:55.501+00;FECHAMENTO;;2026-01-27 16:50:30.063932+00
05160af4-6502-4509-a9e9-d5ee0b233596;9829392f-e132-46f6-b361-97d3c441b65a;	@ojapavlogs;7863a806-0593-466e-b697-caad426d38bf;Marina;2026-01-27 17:38:24.726+00;FECHAMENTO;;2026-01-27 17:38:25.197775+00
86403303-f477-46b4-9b34-1ea62f55a1c9;b9334181-1783-4b8f-a197-b906808398e4;	@thz.xs7;7863a806-0593-466e-b697-caad426d38bf;Marina;2026-01-27 17:38:48.091+00;FECHAMENTO;;2026-01-27 17:38:48.523845+00
9c4c58d3-7955-489a-bc0d-5216d1f91795;ffecc9a0-2b7d-4a38-8c60-05b9814f1c74;	@gioramos_ofc;1c495ccc-461e-4d59-84ac-9cf78f13494c;mizael;2026-01-27 17:39:25.774+00;FECHAMENTO;;2026-01-27 17:39:25.229471+00
40d9e757-9322-4df3-878a-910cb04e93d0;fd712f6c-5de3-462b-b63e-f1794c5509b1;	@dudavazoficiall;1c495ccc-461e-4d59-84ac-9cf78f13494c;mizael;2026-01-27 17:39:30.15+00;FECHAMENTO;;2026-01-27 17:39:29.494163+00
6c3aa825-d41f-49cc-beba-47892d4e559f;a2d25e71-a2eb-4352-b909-1e20b587d1f3;	@luizaa_v0;1c495ccc-461e-4d59-84ac-9cf78f13494c;mizael;2026-01-27 19:00:23.999+00;FECHAMENTO;;2026-01-27 19:00:23.510448+00
aa532c49-e4a4-455d-ae97-e0c09e6488d8;0fa51950-5f6f-44d0-a296-4c397fc069dd;	@orgchefinho;1c495ccc-461e-4d59-84ac-9cf78f13494c;mizael;2026-01-27 19:12:32.01+00;FECHAMENTO;;2026-01-27 19:12:31.444985+00
3b56f8b1-27f6-42db-acff-50fad7a137bc;a55a7fa6-48ec-4e77-9b51-abcd4cac00d2;	@mah_tavares_;1c495ccc-461e-4d59-84ac-9cf78f13494c;mizael;2026-01-27 19:19:16.683+00;FECHAMENTO;;2026-01-27 19:19:16.159944+00
ba15a30b-ab43-4f1c-b996-c7ddbb5ec8ba;a73f2feb-a229-4a8c-a3ec-57779d467379;	@oiglendha;1c495ccc-461e-4d59-84ac-9cf78f13494c;mizael;2026-01-27 19:19:23.578+00;FECHAMENTO;;2026-01-27 19:19:23.01201+00
cb95222f-b567-4d27-931d-2e5cd065b7dc;40469a25-379f-424a-8def-10cd1d91ec20;	@pietroofc7__;110c225f-7f68-44c9-b45a-c1dda2b275f5;gabriel arcanjo;2026-01-27 19:27:08.784+00;FECHAMENTO;;2026-01-27 19:26:44.263727+00
4f2e7980-8782-4a9d-bae7-ec9dc6c84522;43d676b9-8420-4408-9457-fa0580fd752c;	@quellmarquess_;1c495ccc-461e-4d59-84ac-9cf78f13494c;mizael;2026-01-27 19:29:12.449+00;FECHAMENTO;;2026-01-27 19:29:11.858503+00
776cae99-0048-410f-b203-f4c8870e17b3;28f527df-c1c3-4f7e-be68-e4ced861f9c3;	@souza.ericzx;7e2a26ab-f32d-4a5c-82f3-249c012931f0;braz;2026-01-27 19:30:54.431+00;FECHAMENTO;;2026-01-27 19:30:55.226201+00
287f102b-5dfe-4ab7-aca2-9dd3d9ac70e8;6f7ea1f9-aaf2-4ef9-b6f0-d1a4c4c2bcf5;	@gabrielcosttaa_;f10cf97a-3893-4129-83ec-7c093efcd5bc;Agatha ;2026-01-27 19:41:43.637+00;FECHAMENTO;;2026-01-27 19:41:44.324954+00
0135fa3a-79a9-44ab-a7c6-6419cb086225;399f0385-81a1-4ce1-9f4c-00431d2417f2;	@suevilyynoficial;1c495ccc-461e-4d59-84ac-9cf78f13494c;mizael;2026-01-27 20:03:05.922+00;FECHAMENTO;;2026-01-27 20:03:05.516237+00
f3fe0c62-1065-4d27-9969-96ecc1e8c415;d7092ae0-7094-4923-889c-174b551be046;	@raissa.luana4;1c495ccc-461e-4d59-84ac-9cf78f13494c;mizael;2026-01-27 20:03:06.681+00;FECHAMENTO;;2026-01-27 20:03:06.619649+00
52f94844-e93b-4d2d-80a9-faf5e58600ea;6cf83008-591d-43f4-a173-e66dc9f48fd9;	@drumis;1c495ccc-461e-4d59-84ac-9cf78f13494c;mizael;2026-01-27 20:03:07.361+00;FECHAMENTO;;2026-01-27 20:03:06.863469+00
033b0b5e-76fd-4bb5-ae8f-40022b868dbe;79ff6214-5c7a-4871-a1da-c0189b523a7d;	@djdopoze;1c495ccc-461e-4d59-84ac-9cf78f13494c;mizael;2026-01-27 20:03:07.916+00;FECHAMENTO;;2026-01-27 20:03:07.846203+00
75efcba0-ced4-4509-acba-8e41c4add125;1df37b9e-76be-4035-996e-baf824d33da7;	@djhullyamaral;1c495ccc-461e-4d59-84ac-9cf78f13494c;mizael;2026-01-27 20:03:08.664+00;FECHAMENTO;;2026-01-27 20:03:08.200994+00
328f4d78-b56f-459a-83fa-1f1fbc395ca0;25967eb6-ddca-47d0-9330-2495a7105df4;	@cleytonrodrigues;b8d2f84c-4f7e-4285-a037-e19c70b8eedf;felipe_viana;2026-01-27 20:03:20.796+00;FECHAMENTO;;2026-01-27 20:03:21.38159+00
b2aae0c2-aea1-45f5-a90b-265809dfcd60;d5d07c5b-2844-4122-8b6b-ca3de59d02ab;	@lyhen_bxd;a5db3270-506c-4664-84f8-0d81e8883111;miguerl portela;2026-01-27 20:05:57.05+00;FECHAMENTO;;2026-01-27 20:05:56.882471+00
1c422a64-0ada-4f8f-af4c-e12c50801083;7cda4555-010c-4ac6-a6f1-c64590fdad47;	@karollzinha_77;a5db3270-506c-4664-84f8-0d81e8883111;miguerl portela;2026-01-27 20:06:40.306+00;FECHAMENTO;;2026-01-27 20:06:40.637973+00
d5c96d96-5394-43cc-95b8-6a2098271277;9c3816a3-a132-4d02-a8bc-159363aca3f7;	@reibxd;a5db3270-506c-4664-84f8-0d81e8883111;miguerl portela;2026-01-27 20:06:40.858+00;FECHAMENTO;;2026-01-27 20:06:41.01469+00
86ca2548-69b3-4805-a535-fccc091316be;037408c2-df83-44fa-b354-80325164243b;	@00_mh22;a5db3270-506c-4664-84f8-0d81e8883111;miguerl portela;2026-01-27 20:06:41.887+00;FECHAMENTO;;2026-01-27 20:06:42.140637+00
9dc407c2-16f1-4d5c-aeae-7c3d58a4e308;6086d2fb-f835-4a5f-a88b-14d33723366e;	@euvitoriaketilly;a5db3270-506c-4664-84f8-0d81e8883111;miguerl portela;2026-01-27 20:06:42.685+00;FECHAMENTO;;2026-01-27 20:06:42.896299+00
2164ed56-3ef8-4583-8687-fb3f52b25e8c;e220ad3d-8491-40c7-8132-343b4f9f6a23;	@niccarvejani_;a5db3270-506c-4664-84f8-0d81e8883111;miguerl portela;2026-01-27 20:06:43.602+00;FECHAMENTO;;2026-01-27 20:06:43.406223+00
4d565e7d-715a-4db1-a1e2-13a3b6f27664;9695a256-2c6c-46d3-8799-c9bba7ad0c80;	@myllinha.ofc;a5db3270-506c-4664-84f8-0d81e8883111;miguerl portela;2026-01-27 20:31:06.108+00;FECHAMENTO;;2026-01-27 20:31:07.074043+00
2b364dd2-55b8-4e94-849f-7ad7f32d3e0a;d8434405-142c-4f50-8a26-72fb6d146f24;	@__lunascimento;7e2a26ab-f32d-4a5c-82f3-249c012931f0;braz;2026-01-27 21:18:32.98+00;FECHAMENTO;;2026-01-27 21:18:33.544671+00
7d7b0037-575a-4456-a20a-e07abf90f495;e9dbf011-c9c1-4cce-b567-97445f5f091f;	@r_angelotti;f8834401-7000-4bea-a2b4-fceff1a92f11;vanessa;2026-01-27 21:40:05.986+00;FECHAMENTO;;2026-01-27 21:40:06.586851+00
32271782-cdc0-43a4-986c-ade978a5c9dc;3ad68ca8-e698-409f-becb-0aafce69e599;	@jvictorkzwv;f8834401-7000-4bea-a2b4-fceff1a92f11;vanessa;2026-01-27 21:40:06.703+00;FECHAMENTO;;2026-01-27 21:40:07.228653+00
f1e60398-dea4-4474-81fd-c25f6068eebb;f9fc2ede-03a6-4df7-b7a6-2da81a653e44;	@eududao5;f8834401-7000-4bea-a2b4-fceff1a92f11;vanessa;2026-01-27 21:40:07.452+00;FECHAMENTO;;2026-01-27 21:40:07.989968+00
6125f7ca-cd14-461b-8f6e-78031bb3615e;0d895530-7e43-4b0f-88b5-83ba5c82599b;	@abreuvx;f8834401-7000-4bea-a2b4-fceff1a92f11;vanessa;2026-01-27 21:40:08.269+00;FECHAMENTO;;2026-01-27 21:40:08.802401+00
a9686267-2f80-4cb6-bcb3-4d67d847c2c8;791c2154-6543-4da0-a1cd-1b9edce63da5;	@surf_tremdo7;f8834401-7000-4bea-a2b4-fceff1a92f11;vanessa;2026-01-27 21:40:09.735+00;FECHAMENTO;;2026-01-27 21:40:10.279531+00
e8dc1b14-e3cf-4e8a-88cf-2e9a86a5b0f2;ea788f28-6a4c-4940-acff-a64fdfab32a4;	@morenoda25ofc;f8834401-7000-4bea-a2b4-fceff1a92f11;vanessa;2026-01-27 21:40:10.402+00;FECHAMENTO;;2026-01-27 21:40:10.92758+00
52c47f92-fb37-4384-b223-7cfe76f7c7ac;851f4eca-55e6-4c21-9abd-1bf4292103af;	@karolaynelimpi__;f8834401-7000-4bea-a2b4-fceff1a92f11;vanessa;2026-01-27 21:40:11.069+00;FECHAMENTO;;2026-01-27 21:40:11.612301+00
8ec607ca-86d6-4e5e-a8bb-225116b7fb2c;77f28b29-9269-4098-8608-b1a436f412c3;	@franjinhaa;f8834401-7000-4bea-a2b4-fceff1a92f11;vanessa;2026-01-27 21:40:11.82+00;FECHAMENTO;;2026-01-27 21:40:12.350117+00
122ca983-02d8-47a8-a251-ce30147b192a;f7b97327-1bf9-4e9e-825a-020da45b78db;	@leticiaggomes04;f8834401-7000-4bea-a2b4-fceff1a92f11;vanessa;2026-01-27 21:40:12.652+00;FECHAMENTO;;2026-01-27 21:40:13.182344+00
